mode,date,TZname_on,TZcode_on,TZname_off,TZcode_off,count
bus,20201116,Abbotsford Public School,733,Five Dock_Gt North Rd and Second Ave,736,37
bus,20201116,Abbotsford Public School,733,Sydney CBD_Galeries Victoria,96,57
bus,20201116,Acacia Gardens_Waite Reserve,3930,Blacktown Station_North,4105,40
bus,20201116,Airds_Riley Park,3201,Campbelltown Town Centre_Campbelltown Station,3215,107
bus,20201116,Airds Village Shopping Centre,3203,Campbelltown Town Centre_Campbelltown Station,3215,95
bus,20201116,Albion Park_Rosetta Hill,5807,Regal Heights Shopping Centre,5803,59
bus,20201116,Albion St and Flinders St,196,Bathurst St and Elizabeth St,116,59
bus,20201116,Albion St and Flinders St,196,Hpm Industries,276,42
bus,20201116,Albion St and Flinders St,196,Sydney CBD_Savings Bank Building,60,54
bus,20201116,Alexandria_Eastern Suburbs Mail Centre,267,Beaconsfield Industrial Area_Green Square Station,264,114
bus,20201116,Alexandria_Eastern Suburbs Mail Centre,267,Central Station,146,52
bus,20201116,Alexandria_Eastern Suburbs Mail Centre,267,Prince Alfred Park,200,50
bus,20201116,Alexandria_Eastern Suburbs Mail Centre,267,Redfern Station,215,261
bus,20201116,Alexandria_Lawrence St and Maddox St,261,Newtown_Rawson St and Reiby St,248,40
bus,20201116,Alexandria_Mandible St and Wyndham St,262,Redfern Station,215,72
bus,20201116,Allawah Station_North,2605,,,90
bus,20201116,Allawah Station_North,2605,Westfield_Hurstville,2606,91
bus,20201116,Allowah Childrens Hospital,1130,Eastwood Station,1506,80
bus,20201116,All Saints High School,3804,Glenfield Station_South,3279,76
bus,20201116,Ambarvale High School,3303,Campbelltown Town Centre_Campbelltown Station,3215,55
bus,20201116,Ambarvale Shopping Centre,3299,Campbelltown Town Centre_Campbelltown Station,3215,69
bus,20201116,Ambarvale Shopping Centre,3299,Macarthur Station_South,3220,39
bus,20201116,Annandale,820,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,72
bus,20201116,Annandale,820,Glebe_Mitchell St and Westmoreland St,232,92
bus,20201116,Annandale,820,Sydney CBD_Belmore Park,134,42
bus,20201116,Annandale,820,Sydney TAFE,144,239
bus,20201116,Annandale,820,UTS_Ultimo_West,159,39
bus,20201116,Annandale_Johnston St and Booth St,818,Sydney CBD_Savings Bank Building,60,64
bus,20201116,Annandale_Johnston St and Booth St,818,Sydney TAFE,144,82
bus,20201116,Aquinas College,2827,,,82
bus,20201116,Arndell Park,4043,Blacktown Station_North,4105,63
bus,20201116,Arndell Park,4043,Westpoint Centre_Blacktown Station_South,4107,50
bus,20201116,Artarmon Industrial Area_Western End,1841,St Leonards,1844,171
bus,20201116,Ashcroft High School,3602,Liverpool CBD,3839,43
bus,20201116,Ashcroft High School,3602,Liverpool Station,3843,66
bus,20201116,Ashfield_Frederick St and Henry St,900,Ashfield Station_North,902,70
bus,20201116,Ashfield RSL Club,898,Ashfield Station_South,904,53
bus,20201116,Ashfield Station_South,904,,,41
bus,20201116,Ashfield Station_South,904,Ashfield,905,57
bus,20201116,Ashfield Station_South,904,Ashfield_Frederick St and Henry St,900,40
bus,20201116,Ashfield Station_South,904,Ashfield RSL Club,898,44
bus,20201116,Ashfield Station_South,904,Ashfield Station_North,902,40
bus,20201116,Ashfield Station_South,904,Burwood Heights_Badminton Rd and Hume Hwy,931,39
bus,20201116,Ashfield Station_South,904,Canterbury Boys High School,907,36
bus,20201116,Ashfield Station_South,904,Croydon Park,936,133
bus,20201116,Ashfield Station_South,904,Croydon Park_Portland St and Georges River Rd,935,36
bus,20201116,Ashfield Station_South,904,Croydon_Wesley Private Hospital,933,62
bus,20201116,Asquith_West,1607,Hornsby Station,1625,40
bus,20201116,Auburn_Domayne,1301,Lidcombe Station,1336,40
bus,20201116,Auburn_Ettalong St,1317,Auburn Station_South,1309,54
bus,20201116,Auburn_Ettalong St,1317,St Josephs Hospital,1308,36
bus,20201116,Auburn Girls High School,1303,Parramatta Station_South,1059,41
bus,20201116,Auburn_McDonalds,1304,Parramatta Station_South,1059,48
bus,20201116,Auburn_Mona Pk,1307,Auburn Station_South,1309,38
bus,20201116,Auburn_Parramatta Rd and Rawson St,1300,Parramatta Station_South,1059,48
bus,20201116,Auburn Station_North,1306,Silverwater_Silverwater Industrial,1324,53
bus,20201116,Auburn Station_North,1306,Silverwater_Silverwater_ Stubbs St and Beaconsfield St,1323,115
bus,20201116,Auburn Station_South,1309,Auburn Botanic Gardens,1310,40
bus,20201116,Auburn Station_South,1309,Auburn Hospital District Hospital,1311,56
bus,20201116,Auburn Station_South,1309,Auburn_Wellington Rd and Park Rd,1313,47
bus,20201116,Auburn Station_South,1309,Regents Park_Peter Hislop Park,1315,40
bus,20201116,Auburn Station_South,1309,South Granville Industrial Area,1257,51
bus,20201116,Auburn Station_South,1309,St Josephs Hospital,1308,38
bus,20201116,Austlink Corporate Park_Belrose,2129,Gordon Station_West,1704,55
bus,20201116,Australian Museum Darlinghurst,176,Town Hall Station,104,44
bus,20201116,Avalon Beach,2004,Basin Beach,2030,62
bus,20201116,Bald Face Point Lookout Blakehurst,2660,Hurstville_Empress Res,2653,56
bus,20201116,Balgowlah,2202,,,56
bus,20201116,Balgowlah,2202,The Corso,2215,35
bus,20201116,Balgowlah,2202,Warringah Mall,2145,39
bus,20201116,Balgowlah Boys High School,2204,,,112
bus,20201116,Balgowlah Boys High School,2204,Sydney CBD_Wynyard Station_George St,57,149
bus,20201116,Balgownie Primary School,5601,Balgownie Primary School,5601,36
bus,20201116,Balmain Ferry Wharf Darling Street,805,Balmain_Montague St and Darling St,804,71
bus,20201116,Balmain Ferry Wharf Darling Street,805,Gladstone Park,806,107
bus,20201116,Balmain Ferry Wharf Darling Street,805,Queen Victoria Building,95,48
bus,20201116,Balmain Ferry Wharf Darling Street,805,Westpac Building,82,63
bus,20201116,Balmain High School,824,Market St and Kent St,92,61
bus,20201116,Balmain High School,824,Sydney CBD_Galeries Victoria,96,113
bus,20201116,Balmain_Montague St and Darling St,804,,,38
bus,20201116,Balmain_Montague St and Darling St,804,Balmain Ferry Wharf Darling Street,805,40
bus,20201116,Balmain_Montague St and Darling St,804,Balmain_Montague St and Darling St,804,36
bus,20201116,Balmain_Montague St and Darling St,804,Broadway Shopping Centre_Glebe_Glebe St and Cowper St,233,43
bus,20201116,Balmain_Montague St and Darling St,804,Queen Victoria Building,95,130
bus,20201116,Balmain_Montague St and Darling St,804,Rozelle Public School,826,79
bus,20201116,Balmain_Montague St and Darling St,804,Westpac Building,82,283
bus,20201116,Balmain_Montague St and Darling St,804,White Bay Power Station,836,36
bus,20201116,Balmain_Roseberry St,807,Queen Victoria Building,95,88
bus,20201116,Balmain_Roseberry St,807,Westpac Building,82,225
bus,20201116,Balmain_Roseberry St,807,White Bay Power Station,836,45
bus,20201116,Balmain_Thames St and Trouton St,803,Balmain Ferry Wharf Darling Street,805,93
bus,20201116,Balmoral,1923,Mosman Pk,1927,45
bus,20201116,Balmoral,1923,Sydney CBD_Wynyard Station_George St,57,92
bus,20201116,Bangor,2828,,,157
bus,20201116,Bangor,2828,Sutherland Station_West,2850,84
bus,20201116,Bangor Shopping Centre,2826,Sutherland Station_West,2850,60
bus,20201116,Bankstown Girls High School,2311,Bankstown Station_South,2307,68
bus,20201116,Bankstown_Lidcombe Hospital,2313,,,41
bus,20201116,Bankstown_Lidcombe Hospital,2313,Bankstown Square,2305,44
bus,20201116,Bankstown_Lidcombe Hospital,2313,Bankstown Station_South,2307,332
bus,20201116,Bankstown North Primary School,2300,Bankstown Square,2305,52
bus,20201116,Bankstown_Oxford Av and Brandon Av,2308,Bankstown Station_South,2307,36
bus,20201116,Bankstown_Oxford Av and Koonya Av,2312,Bankstown Station_South,2307,128
bus,20201116,Bankstown Paceway,2341,Bankstown Station_South,2307,48
bus,20201116,Bankstown Private Hospital,2347,Bankstown Private Hospital,2347,72
bus,20201116,Bankstown Private Hospital,2347,Strathfield Station_South,971,77
bus,20201116,Bankstown_Sir Joseph Banks St and Milton St,2302,Bankstown Square,2305,66
bus,20201116,Bankstown Square,2305,,,111
bus,20201116,Bankstown Square,2305,Bankstown Girls High School,2311,51
bus,20201116,Bankstown Square,2305,Bankstown Square,2305,59
bus,20201116,Bankstown Square,2305,Bankstown Station_South,2307,40
bus,20201116,Bankstown Square,2305,La Salle Catholic College,2301,82
bus,20201116,Bankstown Station_South,2307,,,238
bus,20201116,Bankstown Station_South,2307,Bankstown Girls High School,2311,140
bus,20201116,Bankstown Station_South,2307,Bankstown_Home Central,2314,178
bus,20201116,Bankstown Station_South,2307,Bankstown_Lidcombe Hospital,2313,143
bus,20201116,Bankstown Station_South,2307,Bankstown Private Hospital,2347,74
bus,20201116,Bankstown Station_South,2307,Bankstown RSL Club,2298,42
bus,20201116,Bankstown Station_South,2307,Bankstown Square,2305,91
bus,20201116,Bankstown Station_South,2307,Bass Hill Plaza,2321,39
bus,20201116,Bankstown Station_South,2307,Condell Park,2338,38
bus,20201116,Bankstown Station_South,2307,Condell Park_Jocarm Av and Dalton Av,2336,71
bus,20201116,Bankstown Station_South,2307,Condell Park_South St and Norman St,2334,59
bus,20201116,Bankstown Station_South,2307,Condell Primary School,2339,94
bus,20201116,Bankstown Station_South,2307,Fairfax Comm Newspapers,2335,70
bus,20201116,Bankstown Station_South,2307,Georges Hall,2325,58
bus,20201116,Bankstown Station_South,2307,Greenacre Civic Centre,2350,40
bus,20201116,Bankstown Station_South,2307,Greenway Shopping Village,2381,47
bus,20201116,Bankstown Station_South,2307,La Salle Catholic College,2301,113
bus,20201116,Bankstown Station_South,2307,Milperra Industrial Area_Eastern End,2343,81
bus,20201116,Bankstown Station_South,2307,Milperra Industrial Area_Western End,2342,47
bus,20201116,Bankstown Station_South,2307,Padstow Industrial Area_Northern End,2315,81
bus,20201116,Bankstown Station_South,2307,Padstow Station_North,2358,64
bus,20201116,Bankstown Station_South,2307,Revesby Station_North,2383,61
bus,20201116,Bankstown Station_South,2307,Sir Joseph Banks High School,2380,59
bus,20201116,Bankstown Station_South,2307,Yagoona,2393,35
bus,20201116,Bankstown Station_South,2307,Yagoona_Graf Park,2394,42
bus,20201116,Bankstown Station_South,2307,Yagoona_Saltash St and Glassop St,2398,36
bus,20201116,Bankstown West Primary School,2303,Bankstown RSL Club,2298,58
bus,20201116,Barden Ridge,2830,,,131
bus,20201116,Barden Ridge,2830,Sutherland Station_West,2850,41
bus,20201116,Bardwell Park Station,2728,Earlwood,2524,40
bus,20201116,Basin Beach,2030,,,87
bus,20201116,Basin Beach,2030,Basin Beach,2030,66
bus,20201116,Basin Beach,2030,Big Bear Shopping Centre,1940,37
bus,20201116,Basin Beach,2030,Brookvale Industrial Area,2144,128
bus,20201116,Basin Beach,2030,Collaroy,2166,47
bus,20201116,Basin Beach,2030,Dee Why Plaza,2107,175
bus,20201116,Basin Beach,2030,Narrabeen Beach,2161,59
bus,20201116,Basin Beach,2030,Sydney CBD_Wynyard Station_George St,57,402
bus,20201116,Basin Beach,2030,Turimetta Beach,2035,65
bus,20201116,Bateau Bay Primary School,5106,,,37
bus,20201116,Baulkham Hills,4508,King St and George St,83,49
bus,20201116,Baulkham Hills,4508,Sydney CBD_Wynyard Station_George St,57,57
bus,20201116,Baulkham Hills_Cook St and Park Renown Rd,4506,King St and George St,83,75
bus,20201116,Baulkham Hills_Cook St and Park Renown Rd,4506,Sydney CBD_Wynyard Station_George St,57,111
bus,20201116,Baulkham Hills_Hill St and Kristine Ave,4502,King St and George St,83,49
bus,20201116,Baulkham Hills_Hill St and Kristine Ave,4502,Sydney CBD_Wynyard Station_George St,57,70
bus,20201116,Baulkham Hills North Primary School,4501,Sydney CBD_Wynyard Station_George St,57,39
bus,20201116,Baulkham Hills_Norwest Bvd and Columbia Av,4515,Parramatta Station_South,1059,48
bus,20201116,Baulkham Hills_Seven Hills Rd and Cropley Dr,4509,King St and George St,83,40
bus,20201116,Baulkham Hills_Seven Hills Rd and Cropley Dr,4509,Sydney CBD_Wynyard Station_George St,57,68
bus,20201116,Baulkham Hills_The Willows Retirement Village,1039,Sydney CBD_Wynyard Station_George St,57,37
bus,20201116,Bayview Park Ferry Wharf,704,Burwood Station_North,895,58
bus,20201116,Beacon Hill,2101,,,41
bus,20201116,Beaconsfield Industrial Area,283,Redfern Station,215,35
bus,20201116,Beaumont Hills Primary School,4440,Kellyville_Riley T-Way,4559,38
bus,20201116,Beecroft_Murray Farm Rd and Carawatha St,1100,Epping Station_West,1407,44
bus,20201116,Belfield_Water St and Punchbowl Rd,2500,Strathfield Station_South,971,64
bus,20201116,Bellambi_Holy Spirit College,5611,,,59
bus,20201116,Bellambi_Holy Spirit College,5611,Fernhill,5602,37
bus,20201116,Bella Vista_Commercial Area,4516,King St and George St,83,94
bus,20201116,Bella Vista_Commercial Area,4516,Sydney CBD_Wynyard Station_George St,57,100
bus,20201116,Bella Vista Industrial Area,4521,Parramatta Station_South,1059,60
bus,20201116,Bellevue Hill_Drumalbyn Rd and Beresford Rd,540,Bondi Junction CBD,518,36
bus,20201116,Bellevue Park,545,Bondi Junction CBD,518,154
bus,20201116,Bellevue Park,545,Bondi Junction Station,517,181
bus,20201116,Belmore Sportsground,2505,Campsie_Anzac Square,2508,59
bus,20201116,Belrose,2130,,,147
bus,20201116,Belrose,2130,Sydney CBD_Wynyard Station_George St,57,104
bus,20201116,Belrose Village Shopping Centre,2131,,,67
bus,20201116,Belvedere Bridge Darlinghurst,180,Town Hall Station,104,47
bus,20201116,Beresford Road Primary,1236,Parramatta Station_South,1059,58
bus,20201116,Berowra Heights_Wideview Public School,1615,Berowra Station,1617,45
bus,20201116,Berowra Market Place,1616,Berowra Station,1617,44
bus,20201116,Berowra Station,1617,Berowra Market Place,1616,77
bus,20201116,Berowra Station,1617,Mount Kuring-gai Station,1601,37
bus,20201116,Beverley Park,2748,Kogarah Station_East,2736,112
bus,20201116,Beverly Hills Primary School,2601,Westfield_Hurstville,2606,40
bus,20201116,Beverly Hills Station_South,2622,Westfield_Hurstville,2606,97
bus,20201116,Bexley,2719,Westfield_Hurstville,2606,51
bus,20201116,Bexley_Glenfarne St and Shirley St,2721,Westfield_Hurstville,2606,48
bus,20201116,Bexley_Verdun St and Washington St,2724,,,46
bus,20201116,Bexley_Verdun St and Washington St,2724,Westfield_Hurstville,2606,69
bus,20201116,Bidwill High School,4000,Westfield_Mt Druitt Station_North,4037,124
bus,20201116,Big Bear Shopping Centre,1940,,,217
bus,20201116,Big Bear Shopping Centre,1940,Big Bear Shopping Centre,1940,86
bus,20201116,Big Bear Shopping Centre,1940,Cremorne Garden Plaza,1904,51
bus,20201116,Big Bear Shopping Centre,1940,Dee Why Plaza,2107,124
bus,20201116,Big Bear Shopping Centre,1940,Kurrabah Ferry Wharf,1944,47
bus,20201116,Big Bear Shopping Centre,1940,Manly Vale,2156,72
bus,20201116,Big Bear Shopping Centre,1940,Mosman_Heydon St and Ourimbah Rd,1925,169
bus,20201116,Big Bear Shopping Centre,1940,Mosman Pk,1927,99
bus,20201116,Big Bear Shopping Centre,1940,Mosman_Raglan St and Muston St,1931,126
bus,20201116,Big Bear Shopping Centre,1940,Mosman_Rosebery St and Ourimbah Rd,1924,115
bus,20201116,Big Bear Shopping Centre,1940,North Sydney_Denison St,1962,59
bus,20201116,Big Bear Shopping Centre,1940,North Sydney Girls High School_North,1914,48
bus,20201116,Big Bear Shopping Centre,1940,North Sydney_Monte Sant Angelo,1951,47
bus,20201116,Big Bear Shopping Centre,1940,North Sydney Oval,1950,79
bus,20201116,Big Bear Shopping Centre,1940,Seaforth,2205,38
bus,20201116,Big Bear Shopping Centre,1940,St Leonards_Australian Medical Association (NSW),1845,79
bus,20201116,Big Bear Shopping Centre,1940,St Leonards_Park Rd and River Rd,1832,38
bus,20201116,Big Bear Shopping Centre,1940,St Leonards Station West,1836,41
bus,20201116,Big Bear Shopping Centre,1940,Sydney CBD_Galeries Victoria,96,65
bus,20201116,Big Bear Shopping Centre,1940,Sydney CBD_Wynyard Station_George St,57,923
bus,20201116,Big Bear Shopping Centre,1940,The Corso,2215,38
bus,20201116,Big Bear Shopping Centre,1940,Village Shopping Centre,2028,47
bus,20201116,Big Bear Shopping Centre,1940,Warringah Mall,2145,159
bus,20201116,Birchgrove Louisa Rd Wharf,801,Queen Victoria Building,95,35
bus,20201116,Birchgrove Louisa Rd Wharf,801,Westpac Building,82,42
bus,20201116,Birkenhead Wharf and Shopping Centre,725,,,37
bus,20201116,Birkenhead Wharf and Shopping Centre,725,Birkenhead Wharf and Shopping Centre,725,49
bus,20201116,Birkenhead Wharf and Shopping Centre,725,Drummoyne Boys High School,727,41
bus,20201116,Birkenhead Wharf and Shopping Centre,725,Market St and Kent St,92,154
bus,20201116,Birkenhead Wharf and Shopping Centre,725,Rozelle Public School,826,85
bus,20201116,Birkenhead Wharf and Shopping Centre,725,Sydney CBD_Galeries Victoria,96,336
bus,20201116,Birkenhead Wharf and Shopping Centre,725,Town Hall Station,104,52
bus,20201116,Blackett,4001,Westfield_Mt Druitt Station_North,4037,85
bus,20201116,Blackett Heights Reserve,4002,Westfield_Mt Druitt Station_North,4037,57
bus,20201116,Blacktown_Athlone St and Monash Rd,4121,Blacktown Station_North,4105,58
bus,20201116,Blacktown_Athlone St and Monash Rd,4121,Westpoint Centre_Blacktown Station_South,4107,64
bus,20201116,Blacktown_Bellevue Park,4123,Blacktown Station_North,4105,45
bus,20201116,Blacktown_Bellevue Park,4123,Westpoint Centre_Blacktown Station_South,4107,47
bus,20201116,Blacktown_Boyd St and Clifton St,4106,Blacktown Station_North,4105,56
bus,20201116,Blacktown District Hospital,4109,Blacktown Station_North,4105,81
bus,20201116,Blacktown District Hospital,4109,Westpoint Centre_Blacktown Station_South,4107,110
bus,20201116,Blacktown_Garden St and Turner St,4102,Blacktown Station_North,4105,95
bus,20201116,Blacktown_Harold St and Sackville St,4104,,,39
bus,20201116,Blacktown_Harold St and Sackville St,4104,Blacktown Station_North,4105,359
bus,20201116,Blacktown_Highview St and Apex St,4127,Blacktown Station_North,4105,58
bus,20201116,Blacktown_Highview St and Apex St,4127,Westpoint Centre_Blacktown Station_South,4107,76
bus,20201116,Blacktown_Pendant Av and Lancelot St,4128,Westpoint Centre_Blacktown Station_South,4107,36
bus,20201116,Blacktown Showground,4118,Blacktown Station_North,4105,91
bus,20201116,Blacktown Station_North,4105,,,305
bus,20201116,Blacktown Station_North,4105,Acacia Gardens_Waite Reserve,3930,35
bus,20201116,Blacktown Station_North,4105,Arndell Park,4043,61
bus,20201116,Blacktown Station_North,4105,Blacktown_Athlone St and Monash Rd,4121,38
bus,20201116,Blacktown Station_North,4105,Blacktown District Hospital,4109,47
bus,20201116,Blacktown Station_North,4105,Blacktown_Garden St and Turner St,4102,106
bus,20201116,Blacktown Station_North,4105,Blacktown_Harold St and Sackville St,4104,377
bus,20201116,Blacktown Station_North,4105,Blacktown_Highview St and Apex St,4127,114
bus,20201116,Blacktown Station_North,4105,Blacktown_Love St and Becharry Rd,4117,149
bus,20201116,Blacktown Station_North,4105,Blacktown_Pendant Av and Lancelot St,4128,42
bus,20201116,Blacktown Station_North,4105,Blacktown Showground,4118,186
bus,20201116,Blacktown Station_North,4105,Blacktown Station_North,4105,105
bus,20201116,Blacktown Station_North,4105,Blacktown_St Patricks Primary School,4119,37
bus,20201116,Blacktown Station_North,4105,Dean Park Shopping Centre,4008,100
bus,20201116,Blacktown Station_North,4105,Doonside High School,4132,91
bus,20201116,Blacktown Station_North,4105,Doonside Station_South,4136,44
bus,20201116,Blacktown Station_North,4105,Evans High School,4124,78
bus,20201116,Blacktown Station_North,4105,Glendenning,4010,65
bus,20201116,Blacktown Station_North,4105,Glendenning Industrial Area_Glendenning Rd and Kilto Cr,4012,36
bus,20201116,Blacktown Station_North,4105,Glenwood_Glenwood Park Dr and Malvern Rd,3901,119
bus,20201116,Blacktown Station_North,4105,Hanson Wallgrove Quarry,4045,101
bus,20201116,Blacktown Station_North,4105,Huntingwood Industrial Area,4044,63
bus,20201116,Blacktown Station_North,4105,John Paul Ii Senior High School,4116,78
bus,20201116,Blacktown Station_North,4105,Kings Langley Shopping Centre,4140,68
bus,20201116,Blacktown Station_North,4105,Lake Woodcroft,4133,161
bus,20201116,Blacktown Station_North,4105,Lalor Park_Wheeler St and Northcott Rd,4143,96
bus,20201116,Blacktown Station_North,4105,Macquarie Centre,1539,40
bus,20201116,Blacktown Station_North,4105,Marayong Station_West,4115,80
bus,20201116,Blacktown Station_North,4105,Marsden Park_Al-Masjid Bait-Ul Huda Mosque,3968,53
bus,20201116,Blacktown Station_North,4105,Nagle Girls High School,4129,69
bus,20201116,Blacktown Station_North,4105,Parklea Markets,3900,41
bus,20201116,Blacktown Station_North,4105,Pemulwuy Industrial Area,1238,63
bus,20201116,Blacktown Station_North,4105,Quakers Hill Shopping Complex,4113,56
bus,20201116,Blacktown Station_North,4105,Rouse Hill Town Centre,4444,54
bus,20201116,Blacktown Station_North,4105,Seven Hills_Columbia Rd and Vesuvius St,4158,71
bus,20201116,Blacktown Station_North,4105,Stanhope Gardens,3915,54
bus,20201116,Blacktown Station_North,4105,Stonecutters Ridge Golf Course,3970,50
bus,20201116,Blacktown Station_North,4105,Tallagandra Dr and Narcissus Ave,4114,44
bus,20201116,Blacktown Station_North,4105,Wetherill Park Industrial Area_Central,3503,42
bus,20201116,Blacktown_Walters Rd and Newton Rd,4122,Blacktown Station_North,4105,51
bus,20201116,Blacktown_Walters Rd and Newton Rd,4122,Westpoint Centre_Blacktown Station_South,4107,68
bus,20201116,Blackwall,5400,Woy Woy Station,5397,65
bus,20201116,Blackwattle Bay Park_Glebe,226,Sydney TAFE,144,59
bus,20201116,Blakehurst High School,2656,Hurstville_Empress Res,2653,74
bus,20201116,Blaxcell St Public School,1255,Granville Station_South,1224,54
bus,20201116,Blaxland Station_South,4610,,,59
bus,20201116,Bondi,501,Bondi Beach,513,138
bus,20201116,Bondi,501,North Bondi_Brighton Bvd and Wairoa Av,510,37
bus,20201116,Bondi Beach,513,,,92
bus,20201116,Bondi Beach,513,Bathurst St and Elizabeth St,116,201
bus,20201116,Bondi Beach,513,Bondi Beach,513,122
bus,20201116,Bondi Beach,513,Bondi Junction CBD,518,981
bus,20201116,Bondi Beach,513,Bondi Junction Station,517,876
bus,20201116,Bondi Beach,513,Bondi_Watson St and Grove St,502,268
bus,20201116,Bondi Beach,513,Darlinghurst_Little Oxford St and Crown St,184,87
bus,20201116,Bondi Beach,513,Oxford Square,188,68
bus,20201116,Bondi Beach,513,Paddington_Flinders St and Taylor St,185,47
bus,20201116,Bondi Beach,513,Paddington Markets,563,61
bus,20201116,Bondi Beach,513,Sydney CBD_Circular Quay_Customs House,32,37
bus,20201116,Bondi Beach,513,Sydney CBD_Savings Bank Building,60,59
bus,20201116,Bondi Beach,513,Tamarama Beach,503,95
bus,20201116,Bondi Beach,513,Waverley Park,521,136
bus,20201116,Bondi Beach_Lamrock Ave and Consett Ave,514,Bondi Junction CBD,518,53
bus,20201116,Bondi Beach_Lamrock Ave and Consett Ave,514,Bondi Junction Station,517,56
bus,20201116,Bondi Beach_Roscoe St and O'Brien St,512,Bondi Junction CBD,518,457
bus,20201116,Bondi Beach_Roscoe St and O'Brien St,512,Bondi Junction Station,517,350
bus,20201116,Bondi Beach_Roscoe St and O'Brien St,512,Bondi_Paul St and Kenilworth St,519,44
bus,20201116,Bondi Beach_Wellington St and O'Brien St,511,Bondi Junction CBD,518,148
bus,20201116,Bondi Beach_Wellington St and O'Brien St,511,Bondi Junction Station,517,128
bus,20201116,Bondi Golf Club,509,Bondi Junction CBD,518,202
bus,20201116,Bondi Golf Club,509,Bondi Junction Station,517,132
bus,20201116,Bondi Junction CBD,518,,,103
bus,20201116,Bondi Junction CBD,518,Bellevue Hill South,543,36
bus,20201116,Bondi Junction CBD,518,Bellevue Park,545,168
bus,20201116,Bondi Junction CBD,518,Bondi,501,265
bus,20201116,Bondi Junction CBD,518,Bondi Beach,513,262
bus,20201116,Bondi Junction CBD,518,Bondi Beach_Wellington St and O'Brien St,511,287
bus,20201116,Bondi Junction CBD,518,Bondi Golf Club,509,60
bus,20201116,Bondi Junction CBD,518,Bondi Junction CBD,518,74
bus,20201116,Bondi Junction CBD,518,Bondi_Paul St and Kenilworth St,519,36
bus,20201116,Bondi Junction CBD,518,Bondi_Watson St and Grove St,502,59
bus,20201116,Bondi Junction CBD,518,Bronte,505,120
bus,20201116,Bondi Junction CBD,518,Bronte Beach,504,69
bus,20201116,Bondi Junction CBD,518,Clovelly_Clifton Rd and Burnie St,601,48
bus,20201116,Bondi Junction CBD,518,Clovelly_Knox St and Greville St,600,42
bus,20201116,Bondi Junction CBD,518,Coogee Beach,604,149
bus,20201116,Bondi Junction CBD,518,Eastgardens Shopping Centre,423,54
bus,20201116,Bondi Junction CBD,518,Grandstand Pl,278,54
bus,20201116,Bondi Junction CBD,518,Maroubra_Robey St and Wise St,642,92
bus,20201116,Bondi Junction CBD,518,North Bondi,508,45
bus,20201116,Bondi Junction CBD,518,North Bondi_Brighton Bvd and Wairoa Av,510,41
bus,20201116,Bondi Junction CBD,518,Randwick,655,190
bus,20201116,Bondi Junction CBD,518,Randwick North High School,654,55
bus,20201116,Bondi Junction CBD,518,Randwick Plaza,657,296
bus,20201116,Bondi Junction CBD,518,Rose Bay Ferry Wharf,574,116
bus,20201116,Bondi Junction CBD,518,University of NSW,615,116
bus,20201116,Bondi Junction CBD,518,War Memorial Hospital,522,78
bus,20201116,Bondi Junction CBD,518,Waverley,524,205
bus,20201116,Bondi Junction Station,517,,,299
bus,20201116,Bondi Junction Station,517,Bathurst St and Elizabeth St,116,36
bus,20201116,Bondi Junction Station,517,Bellevue Hill South,543,71
bus,20201116,Bondi Junction Station,517,Bellevue Hill_Suttie Rd and Ranfurley Rd,544,52
bus,20201116,Bondi Junction Station,517,Bellevue Park,545,286
bus,20201116,Bondi Junction Station,517,Bondi,501,784
bus,20201116,Bondi Junction Station,517,Bondi Beach,513,1516
bus,20201116,Bondi Junction Station,517,Bondi Beach_Wellington St and O'Brien St,511,680
bus,20201116,Bondi Junction Station,517,Bondi Golf Club,509,190
bus,20201116,Bondi Junction Station,517,Bondi Junction CBD,518,45
bus,20201116,Bondi Junction Station,517,Bondi Junction Station,517,398
bus,20201116,Bondi Junction Station,517,Bondi_Paul St and Kenilworth St,519,91
bus,20201116,Bondi Junction Station,517,Bondi_Watson St and Grove St,502,107
bus,20201116,Bondi Junction Station,517,Bronte,505,355
bus,20201116,Bondi Junction Station,517,Bronte Beach,504,128
bus,20201116,Bondi Junction Station,517,Clovelly_Clifton Rd and Burnie St,601,50
bus,20201116,Bondi Junction Station,517,Clovelly_Knox St and Greville St,600,55
bus,20201116,Bondi Junction Station,517,Coogee Beach,604,96
bus,20201116,Bondi Junction Station,517,Darlinghurst_Little Oxford St and Crown St,184,75
bus,20201116,Bondi Junction Station,517,Dover Heights,551,51
bus,20201116,Bondi Junction Station,517,Dover Heights_Portland St and Lancaster Rd,549,78
bus,20201116,Bondi Junction Station,517,Eastgardens Shopping Centre,423,54
bus,20201116,Bondi Junction Station,517,Kingsford_Botany St and Sturt St,620,40
bus,20201116,Bondi Junction Station,517,Maroubra_Robey St and Wise St,642,58
bus,20201116,Bondi Junction Station,517,North Bondi,508,113
bus,20201116,Bondi Junction Station,517,North Bondi_Brighton Bvd and Wairoa Av,510,204
bus,20201116,Bondi Junction Station,517,Oxford Square,188,66
bus,20201116,Bondi Junction Station,517,Paddington_Flinders St and Taylor St,185,51
bus,20201116,Bondi Junction Station,517,Paddington Markets,563,106
bus,20201116,Bondi Junction Station,517,Parsley Bay,571,93
bus,20201116,Bondi Junction Station,517,Randwick,655,136
