mode,date,TZname_on,TZcode_on,TZname_off,TZcode_off,count
bus,20200824,Abbotsford Public School,733,Sydney CBD_Galeries Victoria,96,51
bus,20200824,Acacia Gardens_Waite Reserve,3930,Blacktown Station_North,4105,39
bus,20200824,Airds_Riley Park,3201,Campbelltown Town Centre_Campbelltown Station,3215,83
bus,20200824,Airds Village Shopping Centre,3203,Campbelltown Town Centre_Campbelltown Station,3215,102
bus,20200824,Albion Park_Rosetta Hill,5807,Regal Heights Shopping Centre,5803,73
bus,20200824,Alexandria_Eastern Suburbs Mail Centre,267,Beaconsfield Industrial Area_Green Square Station,264,98
bus,20200824,Alexandria_Eastern Suburbs Mail Centre,267,Central Station,146,39
bus,20200824,Alexandria_Eastern Suburbs Mail Centre,267,Redfern Station,215,225
bus,20200824,Alexandria_Mandible St and Wyndham St,262,Redfern Station,215,52
bus,20200824,Allawah Station_North,2605,,,52
bus,20200824,Allawah Station_North,2605,Westfield_Hurstville,2606,66
bus,20200824,Allowah Childrens Hospital,1130,Eastwood Station,1506,60
bus,20200824,All Saints High School,3804,Glenfield Station_South,3279,83
bus,20200824,Ambarvale High School,3303,Campbelltown Town Centre_Campbelltown Station,3215,62
bus,20200824,Ambarvale Shopping Centre,3299,Campbelltown Town Centre_Campbelltown Station,3215,63
bus,20200824,Ambarvale Shopping Centre,3299,Macarthur Station_South,3220,50
bus,20200824,Annandale,820,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,54
bus,20200824,Annandale,820,Forest Lodge_Arundel St and Short St,231,35
bus,20200824,Annandale,820,Glebe_Mitchell St and Westmoreland St,232,72
bus,20200824,Annandale,820,Sydney CBD_Belmore Park,134,36
bus,20200824,Annandale,820,Sydney TAFE,144,196
bus,20200824,Annandale,820,UTS_Ultimo_West,159,39
bus,20200824,Annandale_Johnston St and Booth St,818,Sydney CBD_Savings Bank Building,60,38
bus,20200824,Annandale_Johnston St and Booth St,818,Sydney TAFE,144,79
bus,20200824,Aquinas College,2827,,,95
bus,20200824,Aquinas College,2827,Menai High School,2819,36
bus,20200824,Arndell Park,4043,Blacktown Station_North,4105,88
bus,20200824,Arndell Park,4043,Westpoint Centre_Blacktown Station_South,4107,51
bus,20200824,Artarmon Industrial Area_Western End,1841,St Leonards,1844,130
bus,20200824,Ashcroft High School,3602,Liverpool CBD,3839,56
bus,20200824,Ashcroft High School,3602,Liverpool Station,3843,57
bus,20200824,Ashfield_Frederick St and Henry St,900,Ashfield Station_North,902,62
bus,20200824,Ashfield_Frederick St and Henry St,900,Burwood Station_North,895,37
bus,20200824,Ashfield RSL Club,898,Ashfield Station_South,904,59
bus,20200824,Ashfield Station_South,904,,,37
bus,20200824,Ashfield Station_South,904,Ashfield,905,52
bus,20200824,Ashfield Station_South,904,Ashfield Station_North,902,36
bus,20200824,Ashfield Station_South,904,Canterbury Boys High School,907,46
bus,20200824,Ashfield Station_South,904,Croydon Park,936,108
bus,20200824,Ashfield Station_South,904,Croydon_Wesley Private Hospital,933,61
bus,20200824,Auburn_Domayne,1301,Lidcombe Station,1336,44
bus,20200824,Auburn_Ettalong St,1317,Auburn Station_South,1309,62
bus,20200824,Auburn Girls High School,1303,Parramatta Station_South,1059,46
bus,20200824,Auburn_McDonalds,1304,Parramatta Station_South,1059,44
bus,20200824,Auburn Station_North,1306,Silverwater_Silverwater_ Stubbs St and Beaconsfield St,1323,94
bus,20200824,Auburn Station_South,1309,Auburn Hospital District Hospital,1311,48
bus,20200824,Auburn Station_South,1309,Auburn_Wellington Rd and Park Rd,1313,70
bus,20200824,Auburn Station_South,1309,Regents Park_Peter Hislop Park,1315,37
bus,20200824,Auburn Station_South,1309,South Granville Industrial Area,1257,54
bus,20200824,Austlink Corporate Park_Belrose,2129,Gordon Station_West,1704,58
bus,20200824,Avalon Beach,2004,,,38
bus,20200824,Avalon Beach,2004,Basin Beach,2030,47
bus,20200824,Bald Face Point Lookout Blakehurst,2660,Hurstville_Empress Res,2653,48
bus,20200824,Balgowlah,2202,,,37
bus,20200824,Balgowlah Boys High School,2204,,,53
bus,20200824,Balgowlah Boys High School,2204,Sydney CBD_Wynyard Station_George St,57,102
bus,20200824,Balgownie Primary School,5601,,,54
bus,20200824,Balmain Ferry Wharf Darling Street,805,Balmain Ferry Wharf Darling Street,805,60
bus,20200824,Balmain Ferry Wharf Darling Street,805,Balmain_Montague St and Darling St,804,54
bus,20200824,Balmain Ferry Wharf Darling Street,805,Gladstone Park,806,87
bus,20200824,Balmain Ferry Wharf Darling Street,805,Westpac Building,82,53
bus,20200824,Balmain High School,824,Market St and Kent St,92,51
bus,20200824,Balmain High School,824,Sydney CBD_Galeries Victoria,96,91
bus,20200824,Balmain_Montague St and Darling St,804,,,37
bus,20200824,Balmain_Montague St and Darling St,804,Allianz Centre,80,37
bus,20200824,Balmain_Montague St and Darling St,804,Balmain_Montague St and Darling St,804,40
bus,20200824,Balmain_Montague St and Darling St,804,Queen Victoria Building,95,36
bus,20200824,Balmain_Montague St and Darling St,804,Rozelle Public School,826,52
bus,20200824,Balmain_Montague St and Darling St,804,Westpac Building,82,269
bus,20200824,Balmain_Roseberry St,807,Allianz Centre,80,43
bus,20200824,Balmain_Roseberry St,807,Queen Victoria Building,95,67
bus,20200824,Balmain_Roseberry St,807,Westpac Building,82,197
bus,20200824,Balmain_Thames St and Trouton St,803,Balmain Ferry Wharf Darling Street,805,72
bus,20200824,Balmoral,1923,Sydney CBD_Wynyard Station_George St,57,78
bus,20200824,Bangor,2828,,,130
bus,20200824,Bangor,2828,Sutherland Station_West,2850,95
bus,20200824,Bangor Shopping Centre,2826,Sutherland Station_West,2850,73
bus,20200824,Bankstown Girls High School,2311,Bankstown Station_South,2307,54
bus,20200824,Bankstown_Lidcombe Hospital,2313,,,58
bus,20200824,Bankstown_Lidcombe Hospital,2313,Bankstown Square,2305,43
bus,20200824,Bankstown_Lidcombe Hospital,2313,Bankstown Station_South,2307,338
bus,20200824,Bankstown North Primary School,2300,Bankstown Square,2305,51
bus,20200824,Bankstown_Oxford Av and Koonya Av,2312,Bankstown Station_South,2307,117
bus,20200824,Bankstown Paceway,2341,Bankstown Station_South,2307,76
bus,20200824,Bankstown Private Hospital,2347,Strathfield Station_South,971,74
bus,20200824,Bankstown_Sir Joseph Banks St and Milton St,2302,Bankstown Square,2305,56
bus,20200824,Bankstown Square,2305,,,136
bus,20200824,Bankstown Square,2305,Bankstown Girls High School,2311,45
bus,20200824,Bankstown Square,2305,Bankstown Square,2305,38
bus,20200824,Bankstown Square,2305,Bankstown Station_South,2307,42
bus,20200824,Bankstown Square,2305,La Salle Catholic College,2301,70
bus,20200824,Bankstown Station_South,2307,,,222
bus,20200824,Bankstown Station_South,2307,Bankstown Airport,2337,36
bus,20200824,Bankstown Station_South,2307,Bankstown Girls High School,2311,115
bus,20200824,Bankstown Station_South,2307,Bankstown_Home Central,2314,206
bus,20200824,Bankstown Station_South,2307,Bankstown_Lidcombe Hospital,2313,127
bus,20200824,Bankstown Station_South,2307,Bankstown Private Hospital,2347,75
bus,20200824,Bankstown Station_South,2307,Bankstown Square,2305,60
bus,20200824,Bankstown Station_South,2307,Condell Park,2338,50
bus,20200824,Bankstown Station_South,2307,Condell Park_Jocarm Av and Dalton Av,2336,57
bus,20200824,Bankstown Station_South,2307,Condell Park_South St and Norman St,2334,47
bus,20200824,Bankstown Station_South,2307,Condell Primary School,2339,78
bus,20200824,Bankstown Station_South,2307,Fairfax Comm Newspapers,2335,78
bus,20200824,Bankstown Station_South,2307,Georges Hall,2325,38
bus,20200824,Bankstown Station_South,2307,Greenacre Civic Centre,2350,47
bus,20200824,Bankstown Station_South,2307,Greenway Shopping Village,2381,50
bus,20200824,Bankstown Station_South,2307,La Salle Catholic College,2301,109
bus,20200824,Bankstown Station_South,2307,Milperra Industrial Area_Eastern End,2343,91
bus,20200824,Bankstown Station_South,2307,Milperra Industrial Area_Western End,2342,46
bus,20200824,Bankstown Station_South,2307,Padstow Industrial Area_Northern End,2315,65
bus,20200824,Bankstown Station_South,2307,Padstow_Playford Park,2356,35
bus,20200824,Bankstown Station_South,2307,Padstow Station_North,2358,72
bus,20200824,Bankstown Station_South,2307,Padstow Station_South,2360,45
bus,20200824,Bankstown Station_South,2307,Punchbowl_James St and Lancaster Av,2544,43
bus,20200824,Bankstown Station_South,2307,Revesby Station_North,2383,74
bus,20200824,Bankstown Station_South,2307,Sir Joseph Banks High School,2380,50
bus,20200824,Bankstown Station_South,2307,Yagoona_Graf Park,2394,42
bus,20200824,Bankstown West Primary School,2303,Bankstown RSL Club,2298,40
bus,20200824,Barden Ridge,2830,,,201
bus,20200824,Barden Ridge,2830,Sutherland Station_West,2850,58
bus,20200824,Barnier Primary School,3923,Quakers Hill Station,3926,35
bus,20200824,Basin Beach,2030,,,81
bus,20200824,Basin Beach,2030,Basin Beach,2030,199
bus,20200824,Basin Beach,2030,Brookvale Industrial Area,2144,90
bus,20200824,Basin Beach,2030,Dee Why Plaza,2107,142
bus,20200824,Basin Beach,2030,Narrabeen Beach,2161,44
bus,20200824,Basin Beach,2030,Sydney CBD_Wynyard Station_George St,57,264
bus,20200824,Basin Beach,2030,Turimetta Beach,2035,56
bus,20200824,Bateau Bay Primary School,5106,,,68
bus,20200824,Baulkham Hills,4508,Sydney CBD_Wynyard Station_George St,57,49
bus,20200824,Baulkham Hills_Cook St and Park Renown Rd,4506,King St and George St,83,63
bus,20200824,Baulkham Hills_Cook St and Park Renown Rd,4506,Sydney CBD_Wynyard Station_George St,57,85
bus,20200824,Baulkham Hills_Hill St and Kristine Ave,4502,Sydney CBD_Wynyard Station_George St,57,48
bus,20200824,Baulkham Hills_Norwest Bvd and Columbia Av,4515,Parramatta Station_South,1059,43
bus,20200824,Baulkham Hills_Seven Hills Rd and Cropley Dr,4509,King St and George St,83,35
bus,20200824,Bayview Park Ferry Wharf,704,Burwood Station_North,895,44
bus,20200824,Beaconsfield Industrial Area,283,Redfern Station,215,39
bus,20200824,Beecroft_Murray Farm Rd and Carawatha St,1100,Epping Station_West,1407,49
bus,20200824,Belfield_Water St and Punchbowl Rd,2500,Strathfield Station_South,971,48
bus,20200824,Bellambi Beach,5612,Corrimal Station_West,5613,44
bus,20200824,Bellambi_Holy Spirit College,5611,,,62
bus,20200824,Bella Vista_Commercial Area,4516,King St and George St,83,87
bus,20200824,Bella Vista_Commercial Area,4516,Sydney CBD_Wynyard Station_George St,57,56
bus,20200824,Bella Vista Industrial Area,4521,Parramatta Station_South,1059,49
bus,20200824,Bellevue Hill_Drumalbyn Rd and Beresford Rd,540,Bondi Junction CBD,518,42
bus,20200824,Bellevue Park,545,Bondi Junction CBD,518,139
bus,20200824,Bellevue Park,545,Bondi Junction Station,517,153
bus,20200824,Belmore Sportsground,2505,Campsie_Anzac Square,2508,61
bus,20200824,Belrose,2130,,,109
bus,20200824,Belrose,2130,King St and George St,83,38
bus,20200824,Belrose,2130,Sydney CBD_Wynyard Station_George St,57,72
bus,20200824,Belrose Village Shopping Centre,2131,,,55
bus,20200824,Beresford Road Primary,1236,Parramatta Station_South,1059,49
bus,20200824,Berowra Heights_Wideview Public School,1615,Berowra Station,1617,49
bus,20200824,Berowra Market Place,1616,Berowra Station,1617,39
bus,20200824,Berowra Station,1617,Berowra Market Place,1616,65
bus,20200824,Beverley Park,2748,Kogarah Station_East,2736,110
bus,20200824,Beverly Hills Station_South,2622,Westfield_Hurstville,2606,89
bus,20200824,Bexley,2719,Westfield_Hurstville,2606,54
bus,20200824,Bexley_Glenfarne St and Shirley St,2721,Westfield_Hurstville,2606,51
bus,20200824,Bexley North Station,2729,Westfield_Hurstville,2606,37
bus,20200824,Bexley_Verdun St and Washington St,2724,,,54
bus,20200824,Bexley_Verdun St and Washington St,2724,Westfield_Hurstville,2606,59
bus,20200824,Bidwill High School,4000,Westfield_Mt Druitt Station_North,4037,137
bus,20200824,Big Bear Shopping Centre,1940,,,234
bus,20200824,Big Bear Shopping Centre,1940,Big Bear Shopping Centre,1940,69
bus,20200824,Big Bear Shopping Centre,1940,Cremorne Garden Plaza,1904,36
bus,20200824,Big Bear Shopping Centre,1940,Dee Why Plaza,2107,110
bus,20200824,Big Bear Shopping Centre,1940,Manly Vale,2156,43
bus,20200824,Big Bear Shopping Centre,1940,Mosman_Heydon St and Ourimbah Rd,1925,108
bus,20200824,Big Bear Shopping Centre,1940,Mosman Pk,1927,90
bus,20200824,Big Bear Shopping Centre,1940,Mosman_Raglan St and Muston St,1931,128
bus,20200824,Big Bear Shopping Centre,1940,Mosman_Rosebery St and Ourimbah Rd,1924,115
bus,20200824,Big Bear Shopping Centre,1940,North Sydney_Denison St,1962,35
bus,20200824,Big Bear Shopping Centre,1940,North Sydney Oval,1950,70
bus,20200824,Big Bear Shopping Centre,1940,St Leonards_Australian Medical Association (NSW),1845,63
bus,20200824,Big Bear Shopping Centre,1940,Sydney CBD_Galeries Victoria,96,84
bus,20200824,Big Bear Shopping Centre,1940,Sydney CBD_Wynyard Station_George St,57,748
bus,20200824,Big Bear Shopping Centre,1940,Warringah Mall,2145,118
bus,20200824,Birchgrove Louisa Rd Wharf,801,Queen Victoria Building,95,41
bus,20200824,Birchgrove Louisa Rd Wharf,801,Westpac Building,82,43
bus,20200824,Birkenhead Wharf and Shopping Centre,725,,,40
bus,20200824,Birkenhead Wharf and Shopping Centre,725,Drummoyne Boys High School,727,37
bus,20200824,Birkenhead Wharf and Shopping Centre,725,Market St and Kent St,92,142
bus,20200824,Birkenhead Wharf and Shopping Centre,725,Rozelle Public School,826,78
bus,20200824,Birkenhead Wharf and Shopping Centre,725,Sydney CBD_Galeries Victoria,96,336
bus,20200824,Blackett,4001,Westfield_Mt Druitt Station_North,4037,78
bus,20200824,Blackett Heights Reserve,4002,Westfield_Mt Druitt Station_North,4037,61
bus,20200824,Blacktown_Athlone St and Monash Rd,4121,Blacktown Station_North,4105,57
bus,20200824,Blacktown_Athlone St and Monash Rd,4121,Westpoint Centre_Blacktown Station_South,4107,70
bus,20200824,Blacktown_Bellevue Park,4123,Westpoint Centre_Blacktown Station_South,4107,47
bus,20200824,Blacktown_Boyd St and Clifton St,4106,Blacktown Station_North,4105,56
bus,20200824,Blacktown District Hospital,4109,Blacktown Station_North,4105,50
bus,20200824,Blacktown District Hospital,4109,Westpoint Centre_Blacktown Station_South,4107,69
bus,20200824,Blacktown_Garden St and Turner St,4102,Blacktown Station_North,4105,94
bus,20200824,Blacktown_Harold St and Sackville St,4104,,,36
bus,20200824,Blacktown_Harold St and Sackville St,4104,Blacktown Station_North,4105,347
bus,20200824,Blacktown_Highview St and Apex St,4127,Blacktown Station_North,4105,54
bus,20200824,Blacktown_Highview St and Apex St,4127,Westpoint Centre_Blacktown Station_South,4107,70
bus,20200824,Blacktown_Pendant Av and Lancelot St,4128,Blacktown Station_North,4105,35
bus,20200824,Blacktown_Pendant Av and Lancelot St,4128,Westpoint Centre_Blacktown Station_South,4107,43
bus,20200824,Blacktown Showground,4118,Blacktown Station_North,4105,86
bus,20200824,Blacktown Station_North,4105,,,350
bus,20200824,Blacktown Station_North,4105,Acacia Gardens_Waite Reserve,3930,39
bus,20200824,Blacktown Station_North,4105,Arndell Park,4043,70
bus,20200824,Blacktown Station_North,4105,Blacktown_Athlone St and Monash Rd,4121,43
bus,20200824,Blacktown Station_North,4105,Blacktown_Boyd St and Clifton St,4106,36
bus,20200824,Blacktown Station_North,4105,Blacktown District Hospital,4109,36
bus,20200824,Blacktown Station_North,4105,Blacktown_Garden St and Turner St,4102,105
bus,20200824,Blacktown Station_North,4105,Blacktown_Harold St and Sackville St,4104,370
bus,20200824,Blacktown Station_North,4105,Blacktown_Highview St and Apex St,4127,105
bus,20200824,Blacktown Station_North,4105,Blacktown_Love St and Becharry Rd,4117,152
bus,20200824,Blacktown Station_North,4105,Blacktown_Pendant Av and Lancelot St,4128,42
bus,20200824,Blacktown Station_North,4105,Blacktown Showground,4118,209
bus,20200824,Blacktown Station_North,4105,Blacktown Station_North,4105,77
bus,20200824,Blacktown Station_North,4105,Dean Park Shopping Centre,4008,105
bus,20200824,Blacktown Station_North,4105,Doonside High School,4132,81
bus,20200824,Blacktown Station_North,4105,Doonside Station_South,4136,36
bus,20200824,Blacktown Station_North,4105,Evans High School,4124,90
bus,20200824,Blacktown Station_North,4105,Glendenning,4010,58
bus,20200824,Blacktown Station_North,4105,Glendenning Public School,4009,48
bus,20200824,Blacktown Station_North,4105,Glenwood_Glenwood Park Dr and Malvern Rd,3901,118
bus,20200824,Blacktown Station_North,4105,Hanson Wallgrove Quarry,4045,64
bus,20200824,Blacktown Station_North,4105,Huntingwood Industrial Area,4044,50
bus,20200824,Blacktown Station_North,4105,John Paul Ii Senior High School,4116,85
bus,20200824,Blacktown Station_North,4105,Kings Langley Shopping Centre,4140,55
bus,20200824,Blacktown Station_North,4105,Lake Woodcroft,4133,182
bus,20200824,Blacktown Station_North,4105,Lalor Park_Wheeler St and Northcott Rd,4143,113
bus,20200824,Blacktown Station_North,4105,Macquarie Centre,1539,79
bus,20200824,Blacktown Station_North,4105,Marayong Station_West,4115,63
bus,20200824,Blacktown Station_North,4105,Marsden Park_Al-Masjid Bait-Ul Huda Mosque,3968,52
bus,20200824,Blacktown Station_North,4105,Mitchell High School,4125,40
bus,20200824,Blacktown Station_North,4105,Nagle Girls High School,4129,85
bus,20200824,Blacktown Station_North,4105,Pemulwuy Industrial Area,1238,57
bus,20200824,Blacktown Station_North,4105,Quakers Hill Shopping Complex,4113,63
bus,20200824,Blacktown Station_North,4105,Rouse Hill Town Centre,4444,58
bus,20200824,Blacktown Station_North,4105,Seven Hills_Columbia Rd and Vesuvius St,4158,74
bus,20200824,Blacktown Station_North,4105,Stanhope Gardens,3915,58
bus,20200824,Blacktown Station_North,4105,Stonecutters Ridge Golf Course,3970,54
bus,20200824,Blacktown Station_North,4105,Wetherill Park Industrial Area_Central,3503,47
bus,20200824,Blacktown_Walters Rd and Newton Rd,4122,Blacktown Station_North,4105,51
bus,20200824,Blacktown_Walters Rd and Newton Rd,4122,Westpoint Centre_Blacktown Station_South,4107,71
bus,20200824,Blackwall,5400,Woy Woy Station,5397,66
bus,20200824,Blackwattle Bay Park_Glebe,226,Sydney TAFE,144,66
bus,20200824,Blakehurst High School,2656,Hurstville_Empress Res,2653,96
bus,20200824,Blaxcell St Public School,1255,Granville Station_South,1224,51
bus,20200824,Blaxcell St Public School,1255,Parramatta Station_South,1059,52
bus,20200824,Blaxland Station_South,4610,,,67
bus,20200824,Bondi,501,Bondi Beach,513,69
bus,20200824,Bondi Beach,513,,,46
bus,20200824,Bondi Beach,513,Bathurst St and Elizabeth St,116,94
bus,20200824,Bondi Beach,513,Bondi Beach,513,52
bus,20200824,Bondi Beach,513,Bondi Junction CBD,518,644
bus,20200824,Bondi Beach,513,Bondi Junction Station,517,607
bus,20200824,Bondi Beach,513,Bondi_Watson St and Grove St,502,146
bus,20200824,Bondi Beach,513,Darlinghurst_Little Oxford St and Crown St,184,52
bus,20200824,Bondi Beach,513,Oxford Square,188,44
bus,20200824,Bondi Beach,513,Tamarama Beach,503,52
bus,20200824,Bondi Beach,513,Waverley Park,521,43
bus,20200824,Bondi Beach_Lamrock Ave and Consett Ave,514,Bondi Junction CBD,518,52
bus,20200824,Bondi Beach_Lamrock Ave and Consett Ave,514,Bondi Junction Station,517,44
bus,20200824,Bondi Beach_Roscoe St and O'Brien St,512,Bondi Junction CBD,518,367
bus,20200824,Bondi Beach_Roscoe St and O'Brien St,512,Bondi Junction Station,517,260
bus,20200824,Bondi Beach_Wellington St and O'Brien St,511,Bondi Junction CBD,518,126
bus,20200824,Bondi Beach_Wellington St and O'Brien St,511,Bondi Junction Station,517,74
bus,20200824,Bondi Golf Club,509,Bondi Junction CBD,518,160
bus,20200824,Bondi Golf Club,509,Bondi Junction Station,517,115
bus,20200824,Bondi Junction CBD,518,,,72
bus,20200824,Bondi Junction CBD,518,Bellevue Park,545,114
bus,20200824,Bondi Junction CBD,518,Bondi,501,209
bus,20200824,Bondi Junction CBD,518,Bondi Beach,513,165
bus,20200824,Bondi Junction CBD,518,Bondi Beach_Wellington St and O'Brien St,511,227
bus,20200824,Bondi Junction CBD,518,Bondi Golf Club,509,51
bus,20200824,Bondi Junction CBD,518,Bondi Junction CBD,518,84
bus,20200824,Bondi Junction CBD,518,Bondi_Watson St and Grove St,502,52
bus,20200824,Bondi Junction CBD,518,Bronte,505,84
bus,20200824,Bondi Junction CBD,518,Bronte Beach,504,44
bus,20200824,Bondi Junction CBD,518,Clovelly_Bishops Ave and Douglas St,653,38
bus,20200824,Bondi Junction CBD,518,Clovelly_Knox St and Greville St,600,35
bus,20200824,Bondi Junction CBD,518,Coogee Beach,604,117
bus,20200824,Bondi Junction CBD,518,Eastgardens Shopping Centre,423,56
bus,20200824,Bondi Junction CBD,518,Grandstand Pl,278,35
bus,20200824,Bondi Junction CBD,518,Maroubra_Robey St and Wise St,642,63
bus,20200824,Bondi Junction CBD,518,Randwick,655,146
bus,20200824,Bondi Junction CBD,518,Randwick North High School,654,56
bus,20200824,Bondi Junction CBD,518,Randwick Plaza,657,230
bus,20200824,Bondi Junction CBD,518,Rose Bay Ferry Wharf,574,101
bus,20200824,Bondi Junction CBD,518,St Pauls,660,43
bus,20200824,Bondi Junction CBD,518,University of NSW,615,115
bus,20200824,Bondi Junction CBD,518,War Memorial Hospital,522,82
